order_id,item_id,product_id,quantity,list_price,discount,order_status,order_date,required_date,shipped_date,customer_id,customer_first_name,customer_last_name,customer_city,customer_state,product_name,model_year,product_price,category_name,brand_name,store_name,store_city,store_state,staff_first_name,staff_last_name,staff_active,stock_quantity
5,2,17,1,429.0,0.07,4,2016-01-03,2016-01-06,2016-01-06,1324,Arla,Ellis,Utica,NY,Pure Cycles Vine 8-Speed - 2016,2016,429.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,3.0
5,3,26,1,599.99,0.07,4,2016-01-03,2016-01-06,2016-01-06,1324,Arla,Ellis,Utica,NY,Electra Townie Original 7D EQ - 2016,2016,599.99,Comfort Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,2.0
6,1,18,1,449.0,0.07,4,2016-01-04,2016-01-07,2016-01-05,94,Sharyn,Hopkins,Baldwinsville,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,449.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,13.0
6,2,12,2,549.99,0.05,4,2016-01-04,2016-01-07,2016-01-05,94,Sharyn,Hopkins,Baldwinsville,NY,Electra Townie Original 21D - 2016,2016,549.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,2.0
6,3,20,1,599.99,0.1,4,2016-01-04,2016-01-07,2016-01-05,94,Sharyn,Hopkins,Baldwinsville,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,20.0
6,4,3,2,999.99,0.07,4,2016-01-04,2016-01-07,2016-01-05,94,Sharyn,Hopkins,Baldwinsville,NY,Surly Wednesday Frameset - 2016,2016,999.99,Mountain Bikes,Surly,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,28.0
6,5,9,2,2999.99,0.07,4,2016-01-04,2016-01-07,2016-01-05,94,Sharyn,Hopkins,Baldwinsville,NY,Trek Conduit+ - 2016,2016,2999.99,Electric Bikes,Trek,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,17.0
7,1,15,1,529.99,0.07,4,2016-01-04,2016-01-07,2016-01-05,324,Laureen,Paul,Bellmore,NY,Electra Moto 1 - 2016,2016,529.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,6.0
7,2,3,1,999.99,0.1,4,2016-01-04,2016-01-07,2016-01-05,324,Laureen,Paul,Bellmore,NY,Surly Wednesday Frameset - 2016,2016,999.99,Mountain Bikes,Surly,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,28.0
7,3,17,2,429.0,0.1,4,2016-01-04,2016-01-07,2016-01-05,324,Laureen,Paul,Bellmore,NY,Pure Cycles Vine 8-Speed - 2016,2016,429.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,3.0
8,1,22,1,269.99,0.05,4,2016-01-04,2016-01-05,2016-01-05,1204,Leslie,Higgins,Saratoga Springs,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Children Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,0.0
8,2,20,2,599.99,0.07,4,2016-01-04,2016-01-05,2016-01-05,1204,Leslie,Higgins,Saratoga Springs,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,20.0
9,1,7,2,3999.99,0.1,4,2016-01-05,2016-01-08,2016-01-08,60,Neil,Mccall,San Carlos,CA,Trek Slash 8 27.5 - 2016,2016,3999.99,Mountain Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,8.0
10,1,14,1,269.99,0.1,4,2016-01-05,2016-01-06,2016-01-06,442,Alane,Munoz,Yonkers,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,18.0
11,1,8,1,1799.99,0.05,4,2016-01-05,2016-01-08,2016-01-07,1326,Tarra,Guerrero,Auburn,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Mountain Bikes,Trek,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,1.0
11,2,22,2,269.99,0.1,4,2016-01-05,2016-01-08,2016-01-07,1326,Tarra,Guerrero,Auburn,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Children Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,0.0
11,3,16,2,599.99,0.2,4,2016-01-05,2016-01-08,2016-01-07,1326,Tarra,Guerrero,Auburn,NY,Electra Townie Original 7D EQ - 2016,2016,599.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,20.0
12,1,4,2,2899.99,0.1,4,2016-01-06,2016-01-08,2016-01-09,91,Marvin,Mullins,San Diego,CA,Trek Fuel EX 8 29 - 2016,2016,2899.99,Mountain Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,23.0
12,2,11,1,1680.99,0.05,4,2016-01-06,2016-01-08,2016-01-09,91,Marvin,Mullins,San Diego,CA,Surly Straggler 650b - 2016,2016,1680.99,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,8.0
13,1,13,1,269.99,0.1,4,2016-01-08,2016-01-11,2016-01-11,873,Patience,Clayton,Niagara Falls,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,1.0
13,2,17,2,429.0,0.05,4,2016-01-08,2016-01-11,2016-01-11,873,Patience,Clayton,Niagara Falls,NY,Pure Cycles Vine 8-Speed - 2016,2016,429.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,3.0
13,3,20,2,599.99,0.1,4,2016-01-08,2016-01-11,2016-01-11,873,Patience,Clayton,Niagara Falls,NY,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,20.0
13,4,16,2,599.99,0.05,4,2016-01-08,2016-01-11,2016-01-11,873,Patience,Clayton,Niagara Falls,NY,Electra Townie Original 7D EQ - 2016,2016,599.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,20.0
14,1,6,1,469.99,0.07,4,2016-01-09,2016-01-11,2016-01-12,258,Maribel,William,Torrance,CA,Surly Ice Cream Truck Frameset - 2016,2016,469.99,Mountain Bikes,Surly,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,0.0
15,1,12,2,549.99,0.07,4,2016-01-09,2016-01-10,2016-01-12,450,Ellsworth,Michael,Carmel,NY,Electra Townie Original 21D - 2016,2016,549.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,2.0
15,2,8,1,1799.99,0.07,4,2016-01-09,2016-01-10,2016-01-12,450,Ellsworth,Michael,Carmel,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Mountain Bikes,Trek,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,1.0
15,3,18,2,449.0,0.05,4,2016-01-09,2016-01-10,2016-01-12,450,Ellsworth,Michael,Carmel,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,449.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,13.0
15,4,23,2,299.99,0.2,4,2016-01-09,2016-01-10,2016-01-12,450,Ellsworth,Michael,Carmel,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,299.99,Children Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,12.0
16,1,8,1,1799.99,0.2,4,2016-01-12,2016-01-15,2016-01-15,552,Lea,Key,Banning,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Mountain Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,0.0
16,2,21,1,269.99,0.05,4,2016-01-12,2016-01-15,2016-01-15,552,Lea,Key,Banning,CA,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Children Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,24.0
16,3,13,2,269.99,0.07,4,2016-01-12,2016-01-15,2016-01-15,552,Lea,Key,Banning,CA,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Cruisers Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,13.0
16,4,14,1,269.99,0.07,4,2016-01-12,2016-01-15,2016-01-15,552,Lea,Key,Banning,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Cruisers Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,8.0
17,1,8,1,1799.99,0.07,4,2016-01-12,2016-01-14,2016-01-14,1175,Sindy,Anderson,Pomona,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Mountain Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,0.0
17,2,23,1,299.99,0.1,4,2016-01-12,2016-01-14,2016-01-14,1175,Sindy,Anderson,Pomona,CA,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,299.99,Children Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,9.0
17,3,5,1,1320.99,0.1,4,2016-01-12,2016-01-14,2016-01-14,1175,Sindy,Anderson,Pomona,CA,Heller Shagamaw Frame - 2016,2016,1320.99,Mountain Bikes,Heller,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,22.0
17,4,20,2,599.99,0.2,4,2016-01-12,2016-01-14,2016-01-14,1175,Sindy,Anderson,Pomona,CA,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Cruisers Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,26.0
18,1,2,2,749.99,0.2,4,2016-01-14,2016-01-17,2016-01-15,541,Lanita,Burton,Coachella,CA,Ritchey Timberwolf Frameset - 2016,2016,749.99,Mountain Bikes,Ritchey,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,5.0
18,2,22,1,269.99,0.05,4,2016-01-14,2016-01-17,2016-01-15,541,Lanita,Burton,Coachella,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Children Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,29.0
18,3,7,1,3999.99,0.1,4,2016-01-14,2016-01-17,2016-01-15,541,Lanita,Burton,Coachella,CA,Trek Slash 8 27.5 - 2016,2016,3999.99,Mountain Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,8.0
18,4,25,2,499.99,0.05,4,2016-01-14,2016-01-17,2016-01-15,541,Lanita,Burton,Coachella,CA,Electra Townie Original 7D - 2015/2016,2016,499.99,Comfort Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,10.0
18,5,9,2,2999.99,0.1,4,2016-01-14,2016-01-17,2016-01-15,541,Lanita,Burton,Coachella,CA,Trek Conduit+ - 2016,2016,2999.99,Electric Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,11.0
19,1,10,1,1549.0,0.07,4,2016-01-14,2016-01-17,2016-01-16,696,Norine,Huffman,Encino,CA,Surly Straggler - 2016,2016,1549.0,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,15.0
19,2,9,2,2999.99,0.2,4,2016-01-14,2016-01-17,2016-01-16,696,Norine,Huffman,Encino,CA,Trek Conduit+ - 2016,2016,2999.99,Electric Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,11.0
20,1,9,1,2999.99,0.07,4,2016-01-14,2016-01-16,2016-01-17,923,Randee,Pitts,Canyon Country,CA,Trek Conduit+ - 2016,2016,2999.99,Electric Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,11.0
20,2,10,2,1549.0,0.07,4,2016-01-14,2016-01-16,2016-01-17,923,Randee,Pitts,Canyon Country,CA,Surly Straggler - 2016,2016,1549.0,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,15.0
21,1,14,1,269.99,0.05,4,2016-01-15,2016-01-16,2016-01-18,1250,Neoma,Daugherty,Mount Vernon,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,18.0
21,2,17,1,429.0,0.1,4,2016-01-15,2016-01-16,2016-01-18,1250,Neoma,Daugherty,Mount Vernon,NY,Pure Cycles Vine 8-Speed - 2016,2016,429.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,3.0
21,3,10,1,1549.0,0.07,4,2016-01-15,2016-01-16,2016-01-18,1250,Neoma,Daugherty,Mount Vernon,NY,Surly Straggler - 2016,2016,1549.0,Cyclocross Bicycles,Surly,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,13.0
22,1,15,2,529.99,0.2,4,2016-01-16,2016-01-18,2016-01-17,1035,Tangela,Hurley,Campbell,CA,Electra Moto 1 - 2016,2016,529.99,Cruisers Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,3.0
22,2,22,1,269.99,0.05,4,2016-01-16,2016-01-18,2016-01-17,1035,Tangela,Hurley,Campbell,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Children Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,29.0
23,1,4,2,2899.99,0.05,4,2016-01-16,2016-01-19,2016-01-19,1149,Drucilla,Gilliam,Santa Clara,CA,Trek Fuel EX 8 29 - 2016,2016,2899.99,Mountain Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,23.0
23,2,23,2,299.99,0.1,4,2016-01-16,2016-01-19,2016-01-19,1149,Drucilla,Gilliam,Santa Clara,CA,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,299.99,Children Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,9.0
23,3,13,1,269.99,0.2,4,2016-01-16,2016-01-19,2016-01-19,1149,Drucilla,Gilliam,Santa Clara,CA,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Cruisers Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Mireya,Copeland,True,13.0
24,1,3,2,999.99,0.1,4,2016-01-18,2016-01-20,2016-01-19,636,Ashton,Lott,Floral Park,NY,Surly Wednesday Frameset - 2016,2016,999.99,Mountain Bikes,Surly,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,28.0
24,2,18,2,449.0,0.07,4,2016-01-18,2016-01-20,2016-01-19,636,Ashton,Lott,Floral Park,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,449.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,13.0
25,1,23,2,299.99,0.2,4,2016-01-18,2016-01-21,2016-01-21,657,Sam,Lester,Baldwin,NY,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,299.99,Children Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,12.0
25,2,10,2,1549.0,0.2,4,2016-01-18,2016-01-21,2016-01-21,657,Sam,Lester,Baldwin,NY,Surly Straggler - 2016,2016,1549.0,Cyclocross Bicycles,Surly,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,13.0
25,3,22,1,269.99,0.2,4,2016-01-18,2016-01-21,2016-01-21,657,Sam,Lester,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Children Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,0.0
25,4,14,1,269.99,0.2,4,2016-01-18,2016-01-21,2016-01-21,657,Sam,Lester,Baldwin,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,18.0
25,5,21,1,269.99,0.1,4,2016-01-18,2016-01-21,2016-01-21,657,Sam,Lester,Baldwin,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Children Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,16.0
26,1,7,1,3999.99,0.05,4,2016-01-18,2016-01-21,2016-01-19,1280,Jackeline,Colon,Wappingers Falls,NY,Trek Slash 8 27.5 - 2016,2016,3999.99,Mountain Bikes,Trek,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,8.0
26,2,2,1,749.99,0.2,4,2016-01-18,2016-01-21,2016-01-19,1280,Jackeline,Colon,Wappingers Falls,NY,Ritchey Timberwolf Frameset - 2016,2016,749.99,Mountain Bikes,Ritchey,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,16.0
26,3,12,1,549.99,0.2,4,2016-01-18,2016-01-21,2016-01-19,1280,Jackeline,Colon,Wappingers Falls,NY,Electra Townie Original 21D - 2016,2016,549.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,2.0
26,4,21,2,269.99,0.07,4,2016-01-18,2016-01-21,2016-01-19,1280,Jackeline,Colon,Wappingers Falls,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Children Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,16.0
27,1,5,1,1320.99,0.2,4,2016-01-19,2016-01-21,2016-01-20,57,Pamala,Henry,Bronx,NY,Heller Shagamaw Frame - 2016,2016,1320.99,Mountain Bikes,Heller,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,1.0
27,2,19,1,449.0,0.2,4,2016-01-19,2016-01-21,2016-01-20,57,Pamala,Henry,Bronx,NY,Pure Cycles William 3-Speed - 2016,2016,449.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,15.0
27,3,26,2,599.99,0.07,4,2016-01-19,2016-01-21,2016-01-20,57,Pamala,Henry,Bronx,NY,Electra Townie Original 7D EQ - 2016,2016,599.99,Comfort Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,2.0
27,4,8,1,1799.99,0.07,4,2016-01-19,2016-01-21,2016-01-20,57,Pamala,Henry,Bronx,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Mountain Bikes,Trek,Baldwin Bikes,Baldwin,NY,Venita,Daniel,True,1.0
28,1,5,1,1320.99,0.05,4,2016-01-19,2016-01-20,2016-01-21,252,Eleni,Gordon,Richmond Hill,NY,Heller Shagamaw Frame - 2016,2016,1320.99,Mountain Bikes,Heller,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,1.0
28,2,7,2,3999.99,0.2,4,2016-01-19,2016-01-20,2016-01-21,252,Eleni,Gordon,Richmond Hill,NY,Trek Slash 8 27.5 - 2016,2016,3999.99,Mountain Bikes,Trek,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,8.0
28,3,14,2,269.99,0.1,4,2016-01-19,2016-01-20,2016-01-21,252,Eleni,Gordon,Richmond Hill,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,18.0
28,4,6,1,469.99,0.05,4,2016-01-19,2016-01-20,2016-01-21,252,Eleni,Gordon,Richmond Hill,NY,Surly Ice Cream Truck Frameset - 2016,2016,469.99,Mountain Bikes,Surly,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,11.0
29,1,24,2,549.99,0.05,4,2016-01-20,2016-01-22,2016-01-21,437,Laureen,Barry,Orchard Park,NY,Electra Townie Original 21D - 2016,2016,549.99,Comfort Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,16.0
29,2,6,1,469.99,0.2,4,2016-01-20,2016-01-22,2016-01-21,437,Laureen,Barry,Orchard Park,NY,Surly Ice Cream Truck Frameset - 2016,2016,469.99,Mountain Bikes,Surly,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,11.0
29,3,21,2,269.99,0.1,4,2016-01-20,2016-01-22,2016-01-21,437,Laureen,Barry,Orchard Park,NY,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Children Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,16.0
29,4,8,1,1799.99,0.2,4,2016-01-20,2016-01-22,2016-01-21,437,Laureen,Barry,Orchard Park,NY,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Mountain Bikes,Trek,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,1.0
29,5,14,2,269.99,0.05,4,2016-01-20,2016-01-22,2016-01-21,437,Laureen,Barry,Orchard Park,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Cruisers Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,18.0
30,1,26,1,599.99,0.05,4,2016-01-20,2016-01-21,2016-01-21,1348,Yvone,Guerrero,Merrick,NY,Electra Townie Original 7D EQ - 2016,2016,599.99,Comfort Bicycles,Electra,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,2.0
30,2,17,1,429.0,0.07,4,2016-01-20,2016-01-21,2016-01-21,1348,Yvone,Guerrero,Merrick,NY,Pure Cycles Vine 8-Speed - 2016,2016,429.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,3.0
30,3,19,1,449.0,0.1,4,2016-01-20,2016-01-21,2016-01-21,1348,Yvone,Guerrero,Merrick,NY,Pure Cycles William 3-Speed - 2016,2016,449.0,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,15.0
30,4,4,1,2899.99,0.1,4,2016-01-20,2016-01-21,2016-01-21,1348,Yvone,Guerrero,Merrick,NY,Trek Fuel EX 8 29 - 2016,2016,2899.99,Mountain Bikes,Trek,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,2.0
30,5,7,2,3999.99,0.1,4,2016-01-20,2016-01-21,2016-01-21,1348,Yvone,Guerrero,Merrick,NY,Trek Slash 8 27.5 - 2016,2016,3999.99,Mountain Bikes,Trek,Baldwin Bikes,Baldwin,NY,Marcelene,Boyer,True,8.0
31,1,11,2,1680.99,0.05,4,2016-01-20,2016-01-22,2016-01-22,1238,Edgar,Quinn,Harlingen,TX,Surly Straggler 650b - 2016,2016,1680.99,Cyclocross Bicycles,Surly,Rowlett Bikes,Rowlett,TX,Kali,Vargas,True,30.0
31,2,9,2,2999.99,0.2,4,2016-01-20,2016-01-22,2016-01-22,1238,Edgar,Quinn,Harlingen,TX,Trek Conduit+ - 2016,2016,2999.99,Electric Bikes,Trek,Rowlett Bikes,Rowlett,TX,Kali,Vargas,True,23.0
32,1,8,2,1799.99,0.07,4,2016-01-21,2016-01-24,2016-01-22,1259,Kimbery,Nieves,San Carlos,CA,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Mountain Bikes,Trek,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,0.0
32,2,12,2,549.99,0.07,4,2016-01-21,2016-01-24,2016-01-22,1259,Kimbery,Nieves,San Carlos,CA,Electra Townie Original 21D - 2016,2016,549.99,Cruisers Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,16.0
32,3,25,2,499.99,0.1,4,2016-01-21,2016-01-24,2016-01-22,1259,Kimbery,Nieves,San Carlos,CA,Electra Townie Original 7D - 2015/2016,2016,499.99,Comfort Bicycles,Electra,Santa Cruz Bikes,Santa Cruz,CA,Genna,Serrano,True,10.0
