item_id,product_id,quantity,discount,order_status,order_date,required_date,shipped_date,customer_first_name,customer_last_name,customer_city,product_name,product_price,category_name,brand_name,store_state,stock_quantity
2,17,2,0.05,4,2016-01-08,2016-01-11,2016-01-11,Patience,Clayton,Niagara Falls,Pure Cycles Vine 8-Speed - 2016,429.0,Cruisers Bicycles,Pure Cycles,NY,3.0
3,20,2,0.1,4,2016-01-08,2016-01-11,2016-01-11,Patience,Clayton,Niagara Falls,Electra Townie Original 7D EQ - Women's - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
4,16,2,0.05,4,2016-01-08,2016-01-11,2016-01-11,Patience,Clayton,Niagara Falls,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
1,6,1,0.07,4,2016-01-09,2016-01-11,2016-01-12,Maribel,William,Torrance,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,CA,13.0
1,12,2,0.07,4,2016-01-09,2016-01-10,2016-01-12,Ellsworth,Michael,Carmel,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,NY,2.0
2,8,1,0.07,4,2016-01-09,2016-01-10,2016-01-12,Ellsworth,Michael,Carmel,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
3,18,2,0.05,4,2016-01-09,2016-01-10,2016-01-12,Ellsworth,Michael,Carmel,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,NY,13.0
4,23,2,0.2,4,2016-01-09,2016-01-10,2016-01-12,Ellsworth,Michael,Carmel,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,NY,12.0
1,8,1,0.2,4,2016-01-12,2016-01-15,2016-01-15,Lea,Key,Banning,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,CA,13.0
2,21,1,0.05,4,2016-01-12,2016-01-15,2016-01-15,Lea,Key,Banning,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,CA,24.0
3,13,2,0.07,4,2016-01-12,2016-01-15,2016-01-15,Lea,Key,Banning,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,CA,13.0
4,14,1,0.07,4,2016-01-12,2016-01-15,2016-01-15,Lea,Key,Banning,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,CA,8.0
1,8,1,0.07,4,2016-01-12,2016-01-14,2016-01-14,Sindy,Anderson,Pomona,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,CA,13.0
2,23,1,0.1,4,2016-01-12,2016-01-14,2016-01-14,Sindy,Anderson,Pomona,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,CA,9.0
3,5,1,0.1,4,2016-01-12,2016-01-14,2016-01-14,Sindy,Anderson,Pomona,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,CA,22.0
4,20,2,0.2,4,2016-01-12,2016-01-14,2016-01-14,Sindy,Anderson,Pomona,Electra Townie Original 7D EQ - Women's - 2016,599.99,Cruisers Bicycles,Electra,CA,26.0
1,2,2,0.2,4,2016-01-14,2016-01-17,2016-01-15,Lanita,Burton,Coachella,Ritchey Timberwolf Frameset - 2016,749.99,Mountain Bikes,Ritchey,CA,5.0
2,22,1,0.05,4,2016-01-14,2016-01-17,2016-01-15,Lanita,Burton,Coachella,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,CA,29.0
3,7,1,0.1,4,2016-01-14,2016-01-17,2016-01-15,Lanita,Burton,Coachella,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,CA,8.0
4,25,2,0.05,4,2016-01-14,2016-01-17,2016-01-15,Lanita,Burton,Coachella,Electra Townie Original 7D - 2015/2016,499.99,Comfort Bicycles,Electra,CA,10.0
5,9,2,0.1,4,2016-01-14,2016-01-17,2016-01-15,Lanita,Burton,Coachella,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,CA,11.0
1,10,1,0.07,4,2016-01-14,2016-01-17,2016-01-16,Norine,Huffman,Encino,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,CA,15.0
2,9,2,0.2,4,2016-01-14,2016-01-17,2016-01-16,Norine,Huffman,Encino,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,CA,11.0
1,9,1,0.07,4,2016-01-14,2016-01-16,2016-01-17,Randee,Pitts,Canyon Country,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,CA,11.0
2,10,2,0.07,4,2016-01-14,2016-01-16,2016-01-17,Randee,Pitts,Canyon Country,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,CA,15.0
1,14,1,0.05,4,2016-01-15,2016-01-16,2016-01-18,Neoma,Daugherty,Mount Vernon,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
2,17,1,0.1,4,2016-01-15,2016-01-16,2016-01-18,Neoma,Daugherty,Mount Vernon,Pure Cycles Vine 8-Speed - 2016,429.0,Cruisers Bicycles,Pure Cycles,NY,3.0
3,10,1,0.07,4,2016-01-15,2016-01-16,2016-01-18,Neoma,Daugherty,Mount Vernon,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,NY,13.0
1,15,2,0.2,4,2016-01-16,2016-01-18,2016-01-17,Tangela,Hurley,Campbell,Electra Moto 1 - 2016,529.99,Cruisers Bicycles,Electra,CA,3.0
2,22,1,0.05,4,2016-01-16,2016-01-18,2016-01-17,Tangela,Hurley,Campbell,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,CA,29.0
1,4,2,0.05,4,2016-01-16,2016-01-19,2016-01-19,Drucilla,Gilliam,Santa Clara,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,CA,23.0
2,23,2,0.1,4,2016-01-16,2016-01-19,2016-01-19,Drucilla,Gilliam,Santa Clara,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,CA,9.0
3,13,1,0.2,4,2016-01-16,2016-01-19,2016-01-19,Drucilla,Gilliam,Santa Clara,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,CA,13.0
1,3,2,0.1,4,2016-01-18,2016-01-20,2016-01-19,Ashton,Lott,Floral Park,Surly Wednesday Frameset - 2016,999.99,Mountain Bikes,Surly,NY,28.0
2,18,2,0.07,4,2016-01-18,2016-01-20,2016-01-19,Ashton,Lott,Floral Park,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,NY,13.0
1,23,2,0.2,4,2016-01-18,2016-01-21,2016-01-21,Sam,Lester,Baldwin,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,NY,12.0
2,10,2,0.2,4,2016-01-18,2016-01-21,2016-01-21,Sam,Lester,Baldwin,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,NY,13.0
3,22,1,0.2,4,2016-01-18,2016-01-21,2016-01-21,Sam,Lester,Baldwin,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,NY,13.0
4,14,1,0.2,4,2016-01-18,2016-01-21,2016-01-21,Sam,Lester,Baldwin,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
5,21,1,0.1,4,2016-01-18,2016-01-21,2016-01-21,Sam,Lester,Baldwin,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
1,7,1,0.05,4,2016-01-18,2016-01-21,2016-01-19,Jackeline,Colon,Wappingers Falls,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,NY,8.0
2,2,1,0.2,4,2016-01-18,2016-01-21,2016-01-19,Jackeline,Colon,Wappingers Falls,Ritchey Timberwolf Frameset - 2016,749.99,Mountain Bikes,Ritchey,NY,16.0
3,12,1,0.2,4,2016-01-18,2016-01-21,2016-01-19,Jackeline,Colon,Wappingers Falls,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,NY,2.0
4,21,2,0.07,4,2016-01-18,2016-01-21,2016-01-19,Jackeline,Colon,Wappingers Falls,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
1,5,1,0.2,4,2016-01-19,2016-01-21,2016-01-20,Pamala,Henry,Bronx,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,NY,1.0
2,19,1,0.2,4,2016-01-19,2016-01-21,2016-01-20,Pamala,Henry,Bronx,Pure Cycles William 3-Speed - 2016,449.0,Cruisers Bicycles,Pure Cycles,NY,15.0
3,26,2,0.07,4,2016-01-19,2016-01-21,2016-01-20,Pamala,Henry,Bronx,Electra Townie Original 7D EQ - 2016,599.99,Comfort Bicycles,Electra,NY,2.0
4,8,1,0.07,4,2016-01-19,2016-01-21,2016-01-20,Pamala,Henry,Bronx,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
1,5,1,0.05,4,2016-01-19,2016-01-20,2016-01-21,Eleni,Gordon,Richmond Hill,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,NY,1.0
2,7,2,0.2,4,2016-01-19,2016-01-20,2016-01-21,Eleni,Gordon,Richmond Hill,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,NY,8.0
3,14,2,0.1,4,2016-01-19,2016-01-20,2016-01-21,Eleni,Gordon,Richmond Hill,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
4,6,1,0.05,4,2016-01-19,2016-01-20,2016-01-21,Eleni,Gordon,Richmond Hill,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,NY,11.0
1,24,2,0.05,4,2016-01-20,2016-01-22,2016-01-21,Laureen,Barry,Orchard Park,Electra Townie Original 21D - 2016,549.99,Comfort Bicycles,Electra,NY,16.0
2,6,1,0.2,4,2016-01-20,2016-01-22,2016-01-21,Laureen,Barry,Orchard Park,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,NY,11.0
3,21,2,0.1,4,2016-01-20,2016-01-22,2016-01-21,Laureen,Barry,Orchard Park,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
4,8,1,0.2,4,2016-01-20,2016-01-22,2016-01-21,Laureen,Barry,Orchard Park,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
5,14,2,0.05,4,2016-01-20,2016-01-22,2016-01-21,Laureen,Barry,Orchard Park,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
1,26,1,0.05,4,2016-01-20,2016-01-21,2016-01-21,Yvone,Guerrero,Merrick,Electra Townie Original 7D EQ - 2016,599.99,Comfort Bicycles,Electra,NY,2.0
2,17,1,0.07,4,2016-01-20,2016-01-21,2016-01-21,Yvone,Guerrero,Merrick,Pure Cycles Vine 8-Speed - 2016,429.0,Cruisers Bicycles,Pure Cycles,NY,3.0
3,19,1,0.1,4,2016-01-20,2016-01-21,2016-01-21,Yvone,Guerrero,Merrick,Pure Cycles William 3-Speed - 2016,449.0,Cruisers Bicycles,Pure Cycles,NY,15.0
4,4,1,0.1,4,2016-01-20,2016-01-21,2016-01-21,Yvone,Guerrero,Merrick,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,NY,2.0
5,7,2,0.1,4,2016-01-20,2016-01-21,2016-01-21,Yvone,Guerrero,Merrick,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,NY,8.0
1,11,2,0.05,4,2016-01-20,2016-01-22,2016-01-22,Edgar,Quinn,Harlingen,Surly Straggler 650b - 2016,1680.99,Cyclocross Bicycles,Surly,TX,30.0
2,9,2,0.2,4,2016-01-20,2016-01-22,2016-01-22,Edgar,Quinn,Harlingen,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,TX,23.0
1,8,2,0.07,4,2016-01-21,2016-01-24,2016-01-22,Kimbery,Nieves,San Carlos,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,CA,13.0
2,12,2,0.07,4,2016-01-21,2016-01-24,2016-01-22,Kimbery,Nieves,San Carlos,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,CA,16.0
3,25,2,0.1,4,2016-01-21,2016-01-24,2016-01-22,Kimbery,Nieves,San Carlos,Electra Townie Original 7D - 2015/2016,499.99,Comfort Bicycles,Electra,CA,10.0
1,23,2,0.07,4,2016-01-21,2016-01-22,2016-01-22,Verona,O'neill,Selden,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,NY,12.0
2,7,1,0.1,4,2016-01-21,2016-01-22,2016-01-22,Verona,O'neill,Selden,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,NY,8.0
1,8,2,0.07,4,2016-01-22,2016-01-25,2016-01-23,Sarai,Mckee,Buffalo,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
2,10,2,0.1,4,2016-01-22,2016-01-25,2016-01-23,Sarai,Mckee,Buffalo,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,NY,13.0
3,17,2,0.2,4,2016-01-22,2016-01-25,2016-01-23,Sarai,Mckee,Buffalo,Pure Cycles Vine 8-Speed - 2016,429.0,Cruisers Bicycles,Pure Cycles,NY,3.0
1,18,1,0.05,4,2016-01-22,2016-01-25,2016-01-24,Neville,Mcclain,West Hempstead,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,NY,13.0
2,20,2,0.05,4,2016-01-22,2016-01-25,2016-01-24,Neville,Mcclain,West Hempstead,Electra Townie Original 7D EQ - Women's - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
3,5,1,0.2,4,2016-01-22,2016-01-25,2016-01-24,Neville,Mcclain,West Hempstead,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,NY,1.0
4,21,2,0.07,4,2016-01-22,2016-01-25,2016-01-24,Neville,Mcclain,West Hempstead,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
5,22,1,0.07,4,2016-01-22,2016-01-25,2016-01-24,Neville,Mcclain,West Hempstead,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,NY,13.0
1,9,1,0.07,4,2016-01-23,2016-01-24,2016-01-24,Shantel,Gregory,West Islip,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,NY,17.0
2,5,1,0.05,4,2016-01-23,2016-01-24,2016-01-24,Shantel,Gregory,West Islip,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,NY,1.0
3,3,2,0.2,4,2016-01-23,2016-01-24,2016-01-24,Shantel,Gregory,West Islip,Surly Wednesday Frameset - 2016,999.99,Mountain Bikes,Surly,NY,28.0
1,16,2,0.05,4,2016-01-25,2016-01-28,2016-01-26,Tomika,Larson,Woodside,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
1,7,2,0.05,4,2016-01-25,2016-01-27,2016-01-26,Lashandra,Turner,Long Beach,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,NY,8.0
2,23,1,0.07,4,2016-01-25,2016-01-27,2016-01-26,Lashandra,Turner,Long Beach,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,NY,12.0
3,25,1,0.2,4,2016-01-25,2016-01-27,2016-01-26,Lashandra,Turner,Long Beach,Electra Townie Original 7D - 2015/2016,499.99,Comfort Bicycles,Electra,NY,18.0
4,10,2,0.1,4,2016-01-25,2016-01-27,2016-01-26,Lashandra,Turner,Long Beach,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,NY,13.0
5,24,1,0.07,4,2016-01-25,2016-01-27,2016-01-26,Lashandra,Turner,Long Beach,Electra Townie Original 21D - 2016,549.99,Comfort Bicycles,Electra,NY,16.0
1,22,2,0.2,4,2016-01-25,2016-01-26,2016-01-26,Travis,Whitley,Saint Albans,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,NY,13.0
2,16,2,0.2,4,2016-01-25,2016-01-26,2016-01-26,Travis,Whitley,Saint Albans,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
3,3,2,0.05,4,2016-01-25,2016-01-26,2016-01-26,Travis,Whitley,Saint Albans,Surly Wednesday Frameset - 2016,999.99,Mountain Bikes,Surly,NY,28.0
4,15,1,0.1,4,2016-01-25,2016-01-26,2016-01-26,Travis,Whitley,Saint Albans,Electra Moto 1 - 2016,529.99,Cruisers Bicycles,Electra,NY,6.0
1,17,1,0.2,4,2016-01-27,2016-01-28,2016-01-29,Darren,Witt,Coachella,Pure Cycles Vine 8-Speed - 2016,429.0,Cruisers Bicycles,Pure Cycles,CA,2.0
2,8,2,0.2,4,2016-01-27,2016-01-28,2016-01-29,Darren,Witt,Coachella,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,CA,13.0
1,5,1,0.1,4,2016-01-27,2016-01-30,2016-01-29,Ingeborg,Ellison,Ithaca,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,NY,1.0
2,19,2,0.2,4,2016-01-27,2016-01-30,2016-01-29,Ingeborg,Ellison,Ithaca,Pure Cycles William 3-Speed - 2016,449.0,Cruisers Bicycles,Pure Cycles,NY,15.0
3,26,2,0.2,4,2016-01-27,2016-01-30,2016-01-29,Ingeborg,Ellison,Ithaca,Electra Townie Original 7D EQ - 2016,599.99,Comfort Bicycles,Electra,NY,2.0
1,19,1,0.05,4,2016-01-27,2016-01-28,2016-01-30,Corene,Swanson,Rego Park,Pure Cycles William 3-Speed - 2016,449.0,Cruisers Bicycles,Pure Cycles,NY,15.0
1,13,2,0.1,4,2016-01-27,2016-01-28,2016-01-30,Elana,Miles,Liverpool,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
2,12,2,0.05,4,2016-01-27,2016-01-28,2016-01-30,Elana,Miles,Liverpool,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,NY,2.0
1,7,1,0.1,4,2016-01-28,2016-01-31,2016-01-30,Olympia,Figueroa,Hopewell Junction,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,NY,8.0
2,16,1,0.05,4,2016-01-28,2016-01-31,2016-01-30,Olympia,Figueroa,Hopewell Junction,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
1,4,2,0.2,4,2016-01-28,2016-01-31,2016-01-31,Carissa,Cross,Huntington Station,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,NY,2.0
2,22,1,0.07,4,2016-01-28,2016-01-31,2016-01-31,Carissa,Cross,Huntington Station,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,NY,13.0
3,21,2,0.05,4,2016-01-28,2016-01-31,2016-01-31,Carissa,Cross,Huntington Station,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
1,17,1,0.1,4,2016-01-29,2016-01-31,2016-01-31,Eldridge,Greer,Central Islip,Pure Cycles Vine 8-Speed - 2016,429.0,Cruisers Bicycles,Pure Cycles,NY,3.0
1,6,1,0.05,4,2016-01-29,2016-01-30,2016-01-31,Joshua,Berg,Ossining,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,NY,11.0
2,15,1,0.1,4,2016-01-29,2016-01-30,2016-01-31,Joshua,Berg,Ossining,Electra Moto 1 - 2016,529.99,Cruisers Bicycles,Electra,NY,6.0
3,25,2,0.07,4,2016-01-29,2016-01-30,2016-01-31,Joshua,Berg,Ossining,Electra Townie Original 7D - 2015/2016,499.99,Comfort Bicycles,Electra,NY,18.0
4,13,1,0.2,4,2016-01-29,2016-01-30,2016-01-31,Joshua,Berg,Ossining,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
1,11,1,0.1,4,2016-01-30,2016-02-01,2016-02-02,Josephine,Dale,Baldwinsville,Surly Straggler 650b - 2016,1680.99,Cyclocross Bicycles,Surly,NY,21.0
2,4,1,0.2,4,2016-01-30,2016-02-01,2016-02-02,Josephine,Dale,Baldwinsville,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,NY,2.0
3,5,2,0.1,4,2016-01-30,2016-02-01,2016-02-02,Josephine,Dale,Baldwinsville,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,NY,1.0
4,14,2,0.07,4,2016-01-30,2016-02-01,2016-02-02,Josephine,Dale,Baldwinsville,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
1,13,2,0.07,4,2016-01-31,2016-02-01,2016-02-02,Taisha,Vang,Shirley,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
1,3,1,0.05,4,2016-01-31,2016-02-03,2016-02-02,Silas,Tate,Corpus Christi,Surly Wednesday Frameset - 2016,999.99,Mountain Bikes,Surly,TX,13.0
